ID,area_type,availability,location,size,total_sqft,bath,balcony,price,total_sqft_category,dist_from_city,avg_2bhk_rent,dist_from_city_cat
239,Built-up  Area,Ready To Move,Kullappa Colony,2 BHK,1060,2,2.0,60.0,5,15.179954252443338,15867.0,5
240,Super built-up  Area,18-Aug,Chandapura,1 BHK,645,1,1.0,16.45,4,24.0,11714.0,6
241,Plot  Area,Ready To Move,Mukkutam Nagar,8 BHK,2600,8,2.0,180.0,5,15.179954252443338,15867.0,5
242,Super built-up  Area,18-Sep,Chandapura,1 BHK,645,1,1.0,16.45,4,24.0,11714.0,6
243,Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,1644,3,3.0,84.0,5,11.4,15465.0,4
244,Super built-up  Area,Ready To Move,Ncpr Industrial Layout,2 BHK,1285,2,3.0,72.5,5,15.179954252443338,15867.0,5
245,Plot  Area,Ready To Move,Electronic City,3 BHK,1200,3,1.0,90.0,5,18.1,15867.0,5
246,Super built-up  Area,Ready To Move,Electronic City,2 BHK,910,2,1.0,40.0,4,18.1,15867.0,5
247,Super built-up  Area,Ready To Move,Kothanur,3 BHK,1577,3,1.0,70.0,5,11.8,16375.0,4
248,Plot  Area,17-May,Meenakunte,3 BHK,4050,3,2.0,280.0,5,30.9,17414.0,7
249,Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,2420,3,2.0,185.0,5,7.7,17994.0,3
250,Super built-up  Area,Ready To Move,Chandapura,2 BHK,800,1,1.0,20.0,4,24.0,11714.0,6
251,Built-up  Area,Ready To Move,Anand Nagar,2 BHK,1060,2,2.0,55.0,5,10.1,15465.0,4
252,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1270,2,2.0,93.0,5,11.0,15465.0,4
253,Super built-up  Area,18-Jun,Shree Ananth Nagar Layout,2 BHK,900,2,2.0,22.5,4,21.8,11184.0,6
254,Built-up  Area,Ready To Move,Kundalahalli Colony,2 BHK,1280,2,1.0,69.0,5,13.8,15867.0,5
255,Plot  Area,Ready To Move,Horamavu Agara,4 BHK,1200,2,0.0,95.0,5,12.2,15465.0,4
256,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1025,2,2.0,36.0,5,17.2,15867.0,5
257,Super built-up  Area,17-Jun,Electronic City,2 BHK,1108,2,1.0,63.0,5,18.1,15867.0,5
258,Plot  Area,Ready To Move,MCECHS  layout,5 BHK,1200,5,2.0,170.0,5,13.8,15867.0,5
259,Super built-up  Area,Ready To Move,Coffee Board Layout,3 BHK,3045,3,2.0,170.0,5,15.179954252443338,15867.0,5
260,Plot  Area,Ready To Move,Ambedkar Nagar,4 BHK,2900,3,2.0,300.0,5,18.9,15867.0,5
261,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1500,3,2.0,75.5,5,11.1,18125.0,4
262,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295,2,2.0,43.9,5,15.3,15867.0,5
263,Super built-up  Area,Ready To Move,Budigere,2 BHK,1162,2,1.0,59.9,5,30.9,17414.0,7
264,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1035,2,2.0,49.2,5,17.2,15867.0,5
265,Built-up  Area,Ready To Move,Attibele,4 BHK,1600,4,0.0,52.8,5,31.8,7500.0,7
266,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464,3,2.0,46.0,5,12.1,15465.0,4
267,Super built-up  Area,18-Oct,Hennur Road,3 BHK,1866,2,2.0,61.58,5,14.4,15867.0,5
268,Super built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,700,1,1.0,26.0,4,15.179954252443338,15867.0,5
269,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1804,3,2.0,120.0,5,13.5,15867.0,5
270,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,913,2,1.0,32.0,4,17.2,45000.0,5
271,Super built-up  Area,21-Dec,Talaghattapura,3 BHK,1868,3,2.0,131.0,5,17.1,21711.0,5
272,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,883,2,1.0,45.0,4,16.9,15000.0,5
273,Plot  Area,Ready To Move,Sundara Nagar,2 BHK,900,2,1.0,110.0,4,15.179954252443338,15867.0,5
274,Super built-up  Area,Ready To Move,Kogilu,3 BHK,1664,2,3.0,73.95,5,19.6,19000.0,5
275,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2026,3,2.0,132.0,5,13.7,15867.0,5
276,Super built-up  Area,Ready To Move,Balagere,2 BHK,1210,2,1.0,80.9,5,16.1,15867.0,5
277,Plot  Area,Ready To Move,Meenakunte,4 BHK,4111,4,2.0,250.0,5,30.9,17414.0,7
278,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1762,3,3.0,91.45,5,18.7,12250.0,5
279,Super built-up  Area,Ready To Move,Jigani,3 BHK,1252,3,3.0,55.0,5,27.7,10740.0,6
280,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,861,2,1.0,34.5,4,22.7,11184.0,6
281,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420,2,1.0,100.0,5,11.0,15465.0,4
282,Plot  Area,Ready To Move,Srirampura,6 BHK,1450,6,0.0,250.0,5,7.5,17994.0,3
283,Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490,3,1.0,78.8,5,20.3,11184.0,6
284,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1.0,46.0,5,38.4,17414.0,7
285,Super built-up  Area,18-Aug,Old Madras Road,3 BHK,1425,2,2.0,94.0,5,4.7,24842.0,2
286,Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1200,2,1.0,40.0,5,13.5,15867.0,5
287,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1280,2,2.0,56.0,5,8.9,1756.0,4
288,Super built-up  Area,Ready To Move,Silver Springs Layout,2 BHK,1084,2,2.0,50.0,5,15.179954252443338,15867.0,5
289,Super built-up  Area,18-Jul,Chandapura,2 BHK,1015,2,2.0,25.88,5,24.0,11714.0,6
290,Super built-up  Area,21-May,Kanakpura Road,2 BHK,1017,2,1.0,51.25,5,26.5,11184.0,6
291,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027,2,2.0,44.0,5,14.9,15867.0,5
292,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1069,2,2.0,45.0,5,19.3,11500.0,5
293,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1349,2,1.0,98.2,5,11.1,17340.0,4
294,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1005,2,1.0,50.0,5,15.8,15867.0,5
295,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1417,2,3.0,75.0,5,12.9,18636.0,4
296,Plot  Area,18-Jan,TC Palaya,3 BHK,1475,3,1.0,98.0,5,12.2,15465.0,4
297,Carpet  Area,Ready To Move,Maruthi Sevanagar,2 BHK,950,2,2.0,47.0,4,5.1,17994.0,3
298,Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,2000,4,0.0,120.0,5,11.4,15465.0,4
299,Plot  Area,Ready To Move,Giri Nagar,3 BHK,880,3,1.0,140.0,4,10.2,15465.0,4
300,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,1863,3,2.0,104.0,5,17.2,15867.0,5
301,Super built-up  Area,Ready To Move,Singasandra,2 BHK,1010,2,1.0,29.5,5,12.8,14357.0,4
302,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1425,2,1.0,70.0,5,13.5,15867.0,5
303,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1450,3,0.0,100.0,5,11.1,18125.0,4
304,Super built-up  Area,Ready To Move,Kothanur,3 BHK,1847,3,2.0,105.0,5,11.8,16375.0,4
305,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1100,2,3.0,45.0,5,13.8,15867.0,5
306,Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,525,1,1.0,26.0,4,26.5,11184.0,6
307,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,1665,3,2.0,95.0,5,18.4,15867.0,5
308,Super built-up  Area,Ready To Move,Begur,4 BHK,1664,4,3.0,65.0,5,12.9,15500.0,4
309,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1850,3,3.0,150.0,5,9.9,15465.0,4
310,Super built-up  Area,Ready To Move,Panathur,2 BHK,1438,2,3.0,100.0,5,14.2,16000.0,5
311,Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,1560,3,3.0,115.0,5,15.179954252443338,15867.0,5
312,Super built-up  Area,18-Apr,Yelahanka,2 BHK,1350,2,1.0,55.55,5,20.8,8500.0,6
313,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3,3.0,67.0,5,26.5,11184.0,6
314,Super built-up  Area,18-Apr,Malleshpalya,2 BHK,1140,2,2.0,46.5,5,9.4,15465.0,4
315,Plot  Area,Ready To Move,Srirampura,5 BHK,1200,5,2.0,180.0,5,7.5,17994.0,3
316,Super built-up  Area,18-Dec,Kodathi,2 BHK,850,2,2.0,27.0,4,20.3,11184.0,6
317,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280,2,2.0,75.0,5,17.3,14981.0,5
318,Built-up  Area,Ready To Move,Munnekollal,2 BHK,1170,2,2.0,52.0,5,12.4,14750.0,4
319,Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,1113,2,1.0,51.0,5,12.8,15465.0,4
320,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1385,2,1.0,83.09,5,14.4,15867.0,5
321,Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1.0,65.0,5,18.1,15867.0,5
322,Plot  Area,Ready To Move,Marathahalli,2 BHK,1200,2,2.0,128.0,5,10.9,16620.0,4
323,Plot  Area,Ready To Move,Akshaya Vana,4 BHK,1200,4,3.0,165.0,5,14.2,15867.0,5
324,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390,3,2.0,415.0,5,9.6,15465.0,4
325,Plot  Area,Ready To Move,Giri Nagar,4 BHK,2400,4,1.0,400.0,5,10.2,15465.0,4
326,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1464,3,2.0,56.0,5,14.9,15867.0,5
327,Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,1200,2,2.0,55.0,5,10.4,15465.0,4
328,Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1200,2,2.0,52.0,5,8.9,15465.0,4
329,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1150,2,1.0,55.0,5,32.9,17414.0,7
330,Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,1645,3,2.0,95.0,5,13.9,15867.0,5
331,Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,1000,2,1.0,67.0,4,17.2,15867.0,5
332,Plot  Area,Ready To Move,Haralur Road,4 BHK,2650,4,2.0,198.0,5,14.9,15867.0,5
333,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1192,2,2.0,74.0,5,11.7,15465.0,4
334,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,2135,3,2.0,215.0,5,3.1,18333.0,2
335,Super built-up  Area,19-Dec,Whitefield,2 BHK,1173,2,1.0,58.0,5,17.3,14981.0,5
336,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1020,2,2.0,45.0,5,12.9,19750.0,4
337,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122,6,2.0,230.0,5,15.0,15867.0,5
338,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1600,3,3.0,64.0,5,12.0,15465.0,4
339,Plot  Area,18-Mar,T.C PALYA,2 BHK,1200,2,0.0,79.0,5,15.179954252443338,15867.0,5
340,Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,1230,2,3.0,48.0,5,15.179954252443338,15867.0,5
341,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,1250,2,2.0,40.0,5,12.0,15465.0,4
342,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1325,2,2.0,76.0,5,13.5,15867.0,5
343,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3,1.0,150.0,5,11.0,15465.0,4
344,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1,1.0,21.53,4,26.5,11184.0,6
345,Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200,2,2.0,65.0,5,10.9,15465.0,4
346,Plot  Area,Ready To Move,Bull Temple Road,3 BHK,1350,2,0.0,140.0,5,15.179954252443338,15867.0,5
347,Super built-up  Area,18-Jun,Bommasandra,3 BHK,1260,3,1.0,49.36,5,21.7,15500.0,6
348,Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,1800,3,0.0,150.0,5,15.179954252443338,15867.0,5
349,Plot  Area,18-Dec,Suragajakkanahalli,3 BHK,11,3,2.0,74.0,1,15.179954252443338,15867.0,5
350,Built-up  Area,Ready To Move,Ardendale,2 BHK,1100,2,1.0,43.25,5,23.1,11184.0,6
351,Super built-up  Area,Ready To Move,Harlur,2 BHK,1508,2,1.0,77.0,5,16.1,22500.0,5
352,Carpet  Area,Ready To Move,Sampigehalli,3 BHK,1592,3,2.0,75.0,5,15.179954252443338,15867.0,5
353,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1388,2,3.0,57.0,5,13.8,15867.0,5
354,Super built-up  Area,18-May,Electronic City Phase II,1 BHK,630,1,1.0,28.35,4,19.3,11500.0,5
355,Plot  Area,Ready To Move,RMV,3 BHK,2000,3,2.0,365.0,5,15.179954252443338,15867.0,5
356,Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,1762,3,1.0,125.0,5,15.179954252443338,15867.0,5
357,Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,950,2,2.0,50.0,4,15.179954252443338,15867.0,5
358,Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3252,5,3.0,335.0,5,6.1,17994.0,3
359,Super built-up  Area,18-Aug,Magadi Road,2 BHK,1116,2,1.0,50.0,5,21.7,11184.0,6
360,Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1308,2,2.0,89.04,5,13.2,15867.0,5
361,Super built-up  Area,Ready To Move,MS Pallya,3 BHK,1200,3,0.0,90.0,5,17.0,15867.0,5
362,Plot  Area,Ready To Move,Binny Mills Employees Colony,4 BHK,1500,4,2.0,230.0,5,15.179954252443338,15867.0,5
363,Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,500,1,1.0,18.5,3,18.8,15867.0,5
364,Super built-up  Area,Ready To Move,Hennur,2 BHK,1075,2,1.0,52.0,5,10.0,17529.0,4
365,Super built-up  Area,18-Mar,Chandapura,1 BHK,530,1,0.0,11.66,4,24.0,11714.0,6
366,Built-up  Area,Ready To Move,Bellandur,2 BHK,1205,2,3.0,66.0,5,12.9,19667.0,4
367,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1075,2,2.0,60.0,5,10.9,15465.0,4
368,Built-up  Area,Ready To Move,KR Puram,2 BHK,930,2,2.0,39.0,4,11.9,15465.0,4
369,Super built-up  Area,Ready To Move,Balagere,2 BHK,1380,2,1.0,60.0,5,16.1,15867.0,5
370,Super built-up  Area,Ready To Move,Hebbal,4 BHK,2483,5,2.0,212.0,5,11.1,17340.0,4
371,Built-up  Area,Ready To Move,Kodigehaali,2 BHK,1166,2,2.0,55.0,5,15.8,15867.0,5
372,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1050,2,1.0,65.0,5,18.8,15867.0,5
373,Super built-up  Area,19-Mar,Gopalapura,3 BHK,2024,3,2.0,275.0,5,36.2,17414.0,7
374,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200,2,2.0,46.8,5,10.8,15465.0,4
375,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1600,2,1.0,108.0,5,13.3,15867.0,5
376,Super built-up  Area,Ready To Move,Billekahalli,3 BHK,1935,3,2.0,110.0,5,10.6,15465.0,4
377,Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,451,1,0.0,29.9,3,14.5,15867.0,5
378,Super built-up  Area,Ready To Move,Electronic City,3 BHK,1800,3,2.0,95.0,5,18.1,15867.0,5
379,Super built-up  Area,18-May,Jalahalli,3 BHK,1400,3,0.0,77.0,5,16.6,11000.0,5
380,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1801,3,2.0,115.0,5,13.7,15867.0,5
381,Built-up  Area,Ready To Move,Mahadevpura,2 BHK,1451,2,1.0,90.0,5,10.3,15465.0,4
382,Plot  Area,19-Jan,Anekal,2 BHK,1200,1,1.0,36.0,5,34.2,17414.0,7
383,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160,2,2.0,44.0,5,10.8,15465.0,4
384,Built-up  Area,Ready To Move,Kengeri,2 BHK,1000,2,1.0,25.0,4,22.5,12000.0,6
385,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,950,2,1.0,40.0,4,26.5,11184.0,6
386,Built-up  Area,20-Dec,"Hoodi Circle, ",3 BHK,1629,3,2.0,79.0,5,13.5,15867.0,5
387,Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1580,2,0.0,134.0,5,11.1,18125.0,4
388,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1826,3,2.0,121.0,5,11.1,18125.0,4
389,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1245,2,1.0,94.0,5,11.0,15465.0,4
390,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1145,2,2.0,45.79,5,15.3,15867.0,5
391,Super built-up  Area,Ready To Move,Sompura,2 BHK,825,2,1.0,33.0,4,26.5,11184.0,6
392,Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,1693,3,3.0,108.0,5,13.4,15867.0,5
393,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113,2,2.0,53.0,5,20.3,11184.0,6
394,Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,1460,2,1.0,58.0,5,10.3,15465.0,4
395,Built-up  Area,Ready To Move,Doddathoguru,2 BHK,1050,2,1.0,32.0,5,19.6,13625.0,5
396,Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1260,2,2.0,55.0,5,11.9,15465.0,4
397,Super built-up  Area,Ready To Move,K N Extension,6 BHK,700,3,1.0,120.0,4,15.179954252443338,15867.0,5
398,Built-up  Area,Ready To Move,Hosur Road,2 BHK,1656,2,1.0,120.0,5,19.0,15867.0,5
399,Super built-up  Area,Ready To Move,Chandapura,3 BHK,1208,3,1.0,45.0,5,24.0,11714.0,6
400,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1910,3,2.0,161.0,5,17.3,14981.0,5
401,Super built-up  Area,Ready To Move,Whitefield,4 BHK,3252,4,1.0,230.0,5,17.3,14981.0,5
402,Plot  Area,Ready To Move,Battarahalli,2 BHK,1200,2,1.0,65.0,5,12.9,13389.0,4
403,Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,1200,4,1.0,175.0,5,15.179954252443338,15867.0,5
404,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1175,2,1.0,82.0,5,11.0,15465.0,4
405,Plot  Area,Ready To Move,Kamakshipalya,2 BHK,1000,2,0.0,165.0,4,12.4,15465.0,4
406,Plot  Area,Ready To Move,Bannerghatta Road,4 BHK,1200,2,0.0,125.0,5,18.8,15867.0,5
407,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390,3,2.0,410.0,5,9.6,15465.0,4
408,Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,12000,6,3.0,2200.0,7,9.6,15465.0,4
409,Plot  Area,Ready To Move,Sultan Palaya,2 BHK,550,1,1.0,62.0,4,8.4,15465.0,4
410,Super built-up  Area,Ready To Move,Kengeri,1 BHK,371,1,0.0,18.5,3,22.5,12000.0,6
411,Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,1185,2,2.0,38.0,5,15.179954252443338,15867.0,5
412,Super built-up  Area,Ready To Move,Kengeri,2 BHK,750,2,1.0,38.0,4,22.5,12000.0,6
413,Plot  Area,Ready To Move,Mahalakshmi Layout,6 BHK,1200,7,3.0,250.0,5,11.4,15465.0,4
414,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3,3.0,64.5,5,26.5,11184.0,6
415,Built-up  Area,Ready To Move,Amco Colony,3 BHK,1760,3,2.0,88.0,5,15.179954252443338,15867.0,5
416,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125,2,2.0,62.0,5,10.6,15465.0,4
417,Plot  Area,Ready To Move,Nagarbhavi,3 BHK,1350,3,2.0,150.0,5,17.0,16334.0,5
418,Plot  Area,17-Dec,Anandapura,2 BHK,1000,2,1.0,55.0,4,12.4,15465.0,4
419,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1090,2,2.0,31.48,5,21.6,11184.0,6
420,Plot  Area,Ready To Move,TC Palaya,2 BHK,1200,2,0.0,60.0,5,12.2,15465.0,4
421,Super built-up  Area,Ready To Move,Budigere,3 BHK,1991,4,2.0,103.0,5,30.9,17414.0,7
422,Super built-up  Area,18-Oct,Bommasandra,2 BHK,1060,2,1.0,26.5,5,21.7,15500.0,6
423,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1105,2,1.0,75.0,5,13.7,15867.0,5
424,Built-up  Area,Ready To Move,Hoodi,2 BHK,985,2,2.0,67.0,4,13.3,9233.0,5
425,Plot  Area,Ready To Move,Chandapura,6 BHK,1533,5,3.0,85.0,5,24.0,11714.0,6
426,Super built-up  Area,17-Jul,Balagere,3 BHK,1590,3,2.0,79.0,5,16.1,15867.0,5
427,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1120,2,2.0,55.0,5,7.2,16500.0,3
428,Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,1069,2,1.0,55.0,5,21.7,11184.0,6
429,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1933,3,2.0,140.0,5,10.9,16620.0,4
430,Built-up  Area,16-Mar,Hosur Road,2 BHK,1194,2,0.0,69.0,5,19.0,15867.0,5
431,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1150,2,3.0,69.0,5,15.1,21250.0,5
432,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1240,2,2.0,47.12,5,15.2,15867.0,5
433,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419,2,2.0,48.1,5,15.3,15867.0,5
434,Plot  Area,Ready To Move,7th Phase JP Nagar,8 BHK,1200,8,2.0,250.0,5,11.0,15465.0,4
435,Super built-up  Area,Ready To Move,Richmond Town,3 BHK,2150,4,2.0,240.0,5,2.4,43500.0,2
436,Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,1450,3,2.0,55.0,5,6.5,17994.0,3
437,Super built-up  Area,18-Jul,Udayapur Village,3 BHK,1630,3,2.0,68.29,5,29.8,11184.0,6
438,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,708,1,1.0,40.0,4,29.2,11184.0,6
439,Plot  Area,Ready To Move,Kasavanhalli,3 BHK,1000,4,3.0,110.0,4,15.0,15867.0,5
440,Plot  Area,Ready To Move,Whitefield,4 BHK,11890,4,3.0,700.0,7,17.3,14981.0,5
441,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1250,2,1.0,76.0,5,12.9,19667.0,4
442,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400,2,1.0,95.0,5,11.0,15465.0,4
443,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1670,2,3.0,57.0,5,17.2,15867.0,5
444,Super built-up  Area,Ready To Move,Ardendale,3 BHK,1750,3,2.0,100.0,5,23.1,11184.0,6
445,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404,2,1.0,71.0,5,17.5,15867.0,5
446,Super built-up  Area,Ready To Move,Hoodi,3 BHK,1715,2,2.0,95.0,5,13.3,9233.0,5
447,Built-up  Area,18-Apr,Electronic City,1 BHK,630,1,1.0,34.65,4,18.1,15867.0,5
448,Super built-up  Area,Ready To Move,Harlur,3 BHK,1752,3,2.0,135.0,5,16.1,22500.0,5
449,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1650,3,2.0,78.0,5,15.0,11000.0,5
450,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295,2,1.0,55.47,5,15.3,15867.0,5
451,Plot  Area,Ready To Move,Giri Nagar,3 BHK,1800,3,2.0,252.0,5,10.2,15465.0,4
452,Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,1346,2,1.0,74.03,5,17.2,15867.0,5
453,Plot  Area,Ready To Move,Thippasandra,4 BHK,1200,4,2.0,200.0,5,15.179954252443338,15867.0,5
454,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1150,2,2.0,55.0,5,11.9,15465.0,4
455,Built-up  Area,Ready To Move,Chikkabidarakallu,4 BHK,3309,4,3.0,325.0,5,15.179954252443338,15867.0,5
456,Super built-up  Area,18-May,Chandapura,3 BHK,1190,2,2.0,30.35,5,24.0,11714.0,6
457,Super built-up  Area,Ready To Move,AECS Layout,3 BHK,1620,3,2.0,98.0,5,13.8,15867.0,5
458,Super built-up  Area,18-Apr,Marathahalli,2 BHK,950,2,1.0,46.96,4,10.9,16620.0,4
459,Super built-up  Area,Ready To Move,1 Giri Nagar,11 BHK,5000,9,3.0,360.0,5,15.179954252443338,15867.0,5
460,Super built-up  Area,Ready To Move,Harlur,3 BHK,2450,3,0.0,120.0,5,16.1,22500.0,5
461,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1220,2,1.0,35.23,5,19.3,11500.0,5
462,Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,850,2,1.0,30.0,4,10.3,15465.0,4
463,Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1020,2,2.0,63.0,5,11.3,15465.0,4
464,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1100,2,2.0,50.0,5,12.1,21000.0,4
465,Super built-up  Area,Ready To Move,Defence Colony,2 BHK,1150,2,2.0,126.0,5,4.2,24842.0,2
466,Super built-up  Area,18-Dec,Hebbal,3 BHK,1760,2,2.0,130.0,5,11.1,17340.0,4
467,Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1800,3,3.0,110.0,5,13.7,15867.0,5
468,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1070,2,1.0,54.0,5,13.8,15867.0,5
469,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 BHK,1500,4,2.0,220.0,5,15.2,15867.0,5
470,Plot  Area,Ready To Move,Vidyaranyapura,2 BHK,1440,2,0.0,95.0,5,18.0,9675.0,5
471,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,900,2,1.0,40.0,4,14.4,15867.0,5
472,Built-up  Area,Ready To Move,ITI Employees Layout,4 BHK,1200,4,1.0,230.0,5,15.179954252443338,15867.0,5
473,Super built-up  Area,18-May,Whitefield,2 BHK,1130,2,1.0,42.16,5,17.3,14981.0,5
474,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320,2,1.0,165.0,5,8.3,2117.0,4
475,Super built-up  Area,19-Jun,Kodigehalli,2 BHK,1270,2,1.0,98.0,5,15.8,17000.0,5
476,Built-up  Area,Ready To Move,Patelappa Layout,2 BHK,1200,2,1.0,62.0,5,15.179954252443338,15867.0,5
477,Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4 BHK,4800,4,2.0,235.0,5,15.179954252443338,15867.0,5
478,Super built-up  Area,Ready To Move,NS Palya,2 BHK,1200,2,1.0,74.0,5,9.7,15465.0,4
