,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,dist_from_city
256,256,Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,Unknown,2098,3.0,1.0,1.9
257,257,Super built-up  Area,Ready To Move,3rd Phase JP Nagar,3 BHK,Unknown,2400,3.0,1.0,
258,258,Built-up  Area,Ready To Move,Haralur Road,3 BHK,Unknown,1976,3.0,2.0,14.9
259,259,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Niaveha,1190,2.0,2.0,10.9
260,260,Super built-up  Area,Ready To Move,cooketown,3 BHK,Unknown,1800,3.0,3.0,
261,261,Super built-up  Area,19-Sep,Jakkur,3 BHK,Ceezey ,1761,3.0,1.0,12.9
262,262,Super built-up  Area,Ready To Move,Cooke Town,3 BHK,Unknown,1700,3.0,3.0,5.4
263,263,Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,Unknown,900,4.0,1.0,11.7
264,264,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,18.1
265,265,Super built-up  Area,Ready To Move,5th Stage BEML Layout,3 BHK,Unknown,2000,3.0,2.0,
266,266,Built-up  Area,18-Dec,Electronic City,3 BHK,Unknown,1220,2.0,1.0,18.1
267,267,Super built-up  Area,19-Jan,Shauhardha Layout,1 BHK,Ardaseo,509,1.0,1.0,
268,268,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852,4.0,2.0,18.9
269,269,Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1045,2.0,1.0,17.4
270,270,Super built-up  Area,Ready To Move,Kaverappa Layout,4 BHK,Varve R,3535,4.0,2.0,13.8
271,271,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Unknown,1102,2.0,2.0,10.9
272,272,Super built-up  Area,Ready To Move,Omkar Nagar,4 BHK,Shinei ,1800,3.0,2.0,
273,273,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Unknown,1436,2.0,2.0,13.4
274,274,Super built-up  Area,Ready To Move,Chikkadunnasandra,3 BHK,Kr 10Ca,1397,2.0,1.5947635795232513,26.7
275,275,Super built-up  Area,Ready To Move,Kothanur,2 BHK,Unknown,1140,2.0,2.0,11.8
276,276,Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,645,1.0,1.0,16.1
277,277,Plot  Area,Ready To Move,Bank Of Baroda Colony,5 Bedroom,Unknown,2350,5.0,1.5947635795232513,11.4
278,278,Plot  Area,18-May,Nagarbhavi,3 Bedroom,Unknown,1200,3.0,2.0,17.0
279,279,Carpet  Area,Ready To Move,Bhoopsandra,3 BHK,E onsg ,2050,3.0,2.0,
280,280,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DSndsod,1335,2.0,1.0,17.2
281,281,Plot  Area,Ready To Move,Thirumenahalli,2 Bedroom,Unknown,2100,1.0,1.0,16.8
282,282,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,11.1
283,283,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,11.5
284,284,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2376,3.0,1.0,13.4
285,285,Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,663,1.0,1.0,11.5
286,286,Super built-up  Area,Ready To Move,Victoria Layout,2 BHK,Unknown,1276,2.0,0.0,1.9
287,287,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,26.5
288,288,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Unknown,1400,3.0,3.0,11.3
289,289,Super built-up  Area,17-Oct,Divya Unnathi Layout,2 BHK,Unknown,1339,2.0,1.0,
290,290,Built-up  Area,18-Dec,Electronic City,3 BHK,Unknown,1220,2.0,1.0,18.1
291,291,Built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2200,3.0,2.0,8.3
292,292,Built-up  Area,Ready To Move,Harohalli,2 BHK,Unknown,1305,2.0,2.0,
293,293,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Sravea ,1740,3.0,3.0,16.9
294,294,Super built-up  Area,Ready To Move,Anekal,2 BHK,Unknown,680,1.0,1.0,34.2
295,295,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Unknown,1154,2.0,2.0,18.8
296,296,Built-up  Area,Ready To Move,Munnekollal,2 BHK,Unknown,1200,2.0,2.0,12.4
297,297,Super built-up  Area,Ready To Move,Hennur,2 BHK,Unknown,1155,2.0,2.0,10.0
298,298,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1525,2.0,3.0,17.2
299,299,Built-up  Area,Ready To Move,Giri Nagar,1 Bedroom,Unknown,600,1.0,1.0,10.2
300,300,Super built-up  Area,19-Dec,Hebbal,4 BHK,Raard B,2470,5.0,2.0,11.1
301,301,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Unknown,1100,2.0,1.0,11.3
302,302,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Savar S,1250,2.0,2.0,11.9
303,303,Super built-up  Area,Ready To Move,Kothanur,2 BHK,YMhenLi,1400,2.0,1.0,11.8
304,304,Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1600,3.0,2.0,11.0
305,305,Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,18.1
306,306,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Unknown,1272,2.0,2.0,9.9
307,307,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1296,2.0,2.0,26.5
308,308,Built-up  Area,Ready To Move,Dollars Colony,4 BHK,Unknown,2100,3.0,2.0,11.5
309,309,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,AjityIn,1945,3.0,3.0,20.1
310,310,Super built-up  Area,19-Nov,Chandapura,3 BHK,Unknown,1033,2.0,2.0,24.0
311,311,Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Pantsce,2300,2.0,1.5947635795232513,11.2
312,312,Super built-up  Area,18-Aug,Gunjur Palya,2 BHK,Unknown,1235,2.0,2.0,16.6
313,313,Super built-up  Area,Ready To Move,3rd Block Koramangala,3 BHK,Aplanje,2100,3.0,1.0,
314,314,Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,Sharlth,850,2.0,1.0,9.2
315,315,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1880,3.0,2.0,16.0
316,316,Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,Unknown,2450,4.0,2.0,6.0
317,317,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,Unateit,1060,2.0,2.0,21.8
318,318,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2041,3.0,3.0,14.4
319,319,Built-up  Area,Ready To Move,Hulimavu,2 Bedroom,Unknown,1050,2.0,2.0,15.0
320,320,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,Unknown,1037,2.0,1.0,14.0
321,321,Built-up  Area,21-Dec,"Electronic city phase 1, ",2 BHK,Unknown,1150,2.0,1.0,
322,322,Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,MCrds S,1184,2.0,1.0,8.5
323,323,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Unknown,1680,3.0,2.0,17.2
324,324,Super built-up  Area,18-Apr,Thanisandra,3 BHK,Bhe 2ko,1411,3.0,2.0,11.5
325,325,Plot  Area,Ready To Move,Hosa Road,5 Bedroom,Unknown,900,5.0,0.0,15.7
326,326,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,Unknown,900,2.0,2.0,26.5
327,327,Built-up  Area,Ready To Move,Jakkur Plantation,4 BHK,Unknown,3500,4.0,3.0,16.4
328,328,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1702,3.0,2.0,11.5
329,329,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,BKideor,1185,2.0,2.0,20.8
330,330,Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1300,3.0,1.0,26.5
331,331,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,Vanusn ,1545,3.0,2.0,21.4
332,332,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,NCierar,1515,2.0,2.0,11.7
333,333,Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1300,3.0,3.0,27.7
334,334,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Unknown,1107,2.0,1.0,9.9
335,335,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1720,3.0,2.0,4.7
336,336,Super built-up  Area,Ready To Move,Kuvempu Nagar,3 BHK,Srersas,1540,3.0,2.0,8.0
337,337,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Unknown,1000,2.0,1.0,18.8
338,338,Super built-up  Area,21-Dec,Electronic City,1 BHK,KonteiT,710,1.0,1.0,18.1
339,339,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1100,2.0,1.0,11.5
340,340,Built-up  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,KrodsNo,3200,4.0,0.0,
341,341,Plot  Area,Ready To Move,Domlur Layout,2 Bedroom,Unknown,900,2.0,2.0,
342,342,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Saavenc,1250,2.0,0.0,18.8
343,343,Built-up  Area,Ready To Move,Kaggadasapura,5 Bedroom,Unknown,2400,4.0,3.0,8.9
344,344,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1584.01,3.0,1.0,13.7
345,345,Plot  Area,Ready To Move,Vasanth nagar,4 Bedroom,Unknown,875,4.0,0.0,4.3
346,346,Plot  Area,Ready To Move,Kammasandra,4 Bedroom,Unknown,1200,6.0,3.0,21.2
347,347,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1485,2.0,2.0,8.9
348,348,Built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1100,2.0,1.0,14.4
349,349,Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,Unknown,1245,2.0,1.0,14.5
350,350,Built-up  Area,19-Dec,Hennur Road,4 Bedroom,Ciris P,1880,4.0,0.0,14.4
351,351,Super built-up  Area,20-Jul,Frazer Town,3 BHK,Unknown,2214,3.0,3.0,4.0
352,352,Built-up  Area,18-Jun,Anathanagar,2 BHK,Unknown,1050,2.0,2.0,
353,353,Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,Unknown,600,4.0,2.0,15.4
354,354,Super built-up  Area,19-Jul,Bannerghatta Road,3 BHK,Uncioe ,1640,3.0,2.0,18.8
355,355,Super built-up  Area,Ready To Move,Basavanapura,2 BHK,Papusa ,1165,2.0,1.0,13.6
356,356,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,MMowsik,1110,2.0,1.0,16.9
357,357,Super built-up  Area,Ready To Move,vinayakanagar,7 BHK,Unknown,1200,5.0,2.0,
358,358,Built-up  Area,Ready To Move,St. John's Road,4 BHK,Soy 1Iv,4000,4.0,2.0,
359,359,Built-up  Area,Ready To Move,Uttarahalli,4 Bedroom,Unknown,4500,4.0,0.0,12.9
360,360,Plot  Area,Ready To Move,Jaraganahalli Jp Nagar Post,4 Bedroom,Unknown,600,4.0,3.0,
361,361,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,2.0,14.9
362,362,Plot  Area,Ready To Move,adigondanhalli,2 Bedroom,Unknown,1200,1.0,0.0,
363,363,Plot  Area,Immediate Possession,Yelahanka,,Saaveha,1200 - 1800,2.0,1.5947635795232513,20.8
364,364,Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,14.4
365,365,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Unknown,1704,3.0,2.0,16.6
366,366,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Unknown,1275,2.0,2.0,11.0
367,367,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,GCiewty,1222,2.0,1.0,17.2
368,368,Super built-up  Area,Ready To Move,Varthur,2 BHK,MKllei ,1155,2.0,2.0,17.4
369,369,Super built-up  Area,18-Apr,Electronic City,2 BHK,Unknown,1000,2.0,1.0,18.1
370,370,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Bhave E,1200,2.0,1.0,9.9
371,371,Super built-up  Area,19-Dec,Yelahanka,3 BHK,Goues A,1517,3.0,2.0,20.8
372,372,Super built-up  Area,18-May,Horamavu Agara,2 BHK,Unknown,1166,2.0,1.0,12.2
373,373,Built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,870,2.0,2.0,18.1
374,374,Super built-up  Area,Ready To Move,5th Phase JP Nagar,5 BHK,Unknown,4000,5.0,2.0,10.9
375,375,Plot  Area,Ready To Move,Rajaji Nagar,4 Bedroom,Unknown,1350,4.0,1.0,9.6
376,376,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Niareum,3019,6.0,1.5947635795232513,20.8
377,377,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SearkHy,1345,3.0,1.0,17.3
378,378,Plot  Area,Ready To Move,Dommasandra,3 Bedroom,Unknown,900,3.0,1.0,23.5
379,379,Super built-up  Area,Ready To Move,EPIP Zone,4 BHK,AkoreEn,3800,5.0,2.0,14.6
380,380,Super built-up  Area,Ready To Move,Chandapura,3 BHK,Unknown,971,2.0,2.0,24.0
381,381,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,10.0
382,382,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,Loe 1st,1810,2.0,2.0,14.6
383,383,Built-up  Area,Ready To Move,"Whitefield, ",2 BHK,Unknown,1300,2.0,1.0,
384,384,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,11.5
385,385,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ShaleSp,1350,2.0,3.0,16.0
386,386,Super built-up  Area,20-Jun,Budigere,3 BHK,Brstaue,1510 - 1670,3.0,0.0,30.9
387,387,Super built-up  Area,Ready To Move,Thyagaraja Nagar,7 BHK,Unknown,3000,6.0,3.0,8.4
388,388,Plot  Area,Ready To Move,Brookefield,4 Bedroom,Unknown,1560,3.0,2.0,15.1
389,389,Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,ManceEl,1650,3.0,1.5947635795232513,12.0
390,390,Super built-up  Area,Ready To Move,Off Bannergatta Road,3 BHK,Unknown,1645,3.0,2.0,
391,391,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1748,3.0,1.5947635795232513,14.4
392,392,Plot  Area,18-Nov,Channasandra,3 Bedroom,Unknown,1200,3.0,1.0,19.6
393,393,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Rooodre,1170,2.0,3.0,16.9
394,394,Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Saitya ,3420,4.0,2.0,17.2
395,395,Built-up  Area,Ready To Move,Hulimavu,3 BHK,Naepa D,1320,2.0,2.0,15.0
396,396,Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,Rosha I,1610,3.0,2.0,15.3
397,397,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Bamita ,1870,3.0,3.0,4.0
398,398,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1510,2.0,1.0,17.2
399,399,Built-up  Area,Ready To Move,Kammagondahalli,6 Bedroom,Unknown,2700,7.0,3.0,19.0
400,400,Super built-up  Area,Ready To Move,Kanakapura  Rod,3 BHK,Unknown,1305,2.0,1.0,
401,401,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1500,2.0,1.0,10.3
402,402,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,Goareir,1149,2.0,1.0,3.7
403,403,Built-up  Area,Ready To Move,Thanisandra,4 BHK,Bhmesy ,1948,4.0,2.0,11.5
404,404,Plot  Area,Ready To Move,Margondanahalli,3 Bedroom,Unknown,1448,3.0,1.0,13.7
405,405,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SJityaz,1242,2.0,1.0,17.2
406,406,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,16.8
407,407,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Saoneil,1101,2.0,1.0,11.7
408,408,Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,Bhmesa ,1255,2.0,3.0,9.4
409,409,Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSerste,1362,3.0,1.0,18.5
410,410,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puops R,984,3.0,2.0,17.2
411,411,Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1089,2.0,1.0,15.7
412,412,Built-up  Area,Ready To Move,Byrathi Village,2 BHK,Unknown,800,1.0,3.0,11.5
413,413,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,12.9
414,414,Plot  Area,Ready To Move,Thanisandra,8 Bedroom,Unknown,3600,9.0,3.0,11.5
415,415,Plot  Area,Ready To Move,Krishna Nagar,4 Bedroom,Unknown,1650,2.0,1.0,
416,416,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,32.9
417,417,Super built-up  Area,Ready To Move,HBR Layout,2 BHK,Mantsce,1068,2.0,1.0,8.8
418,418,Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,860,1.0,2.0,21.5
419,419,Built-up  Area,Ready To Move,Kengeri,8 Bedroom,Unknown,3000,5.0,1.5947635795232513,22.5
420,420,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1756,3.0,2.0,20.8
421,421,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2.0,1.0,17.3
422,422,Plot  Area,Ready To Move,Hoodi,8 Bedroom,Unknown,1120,8.0,1.5947635795232513,13.3
423,423,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1800,3.0,2.0,11.2
424,424,Super built-up  Area,18-Jan,Ashok Nagar,4 BHK,Unknown,8321,5.0,2.0,
425,425,Built-up  Area,Ready To Move,Hormavu,3 BHK,Neise P,1604,3.0,0.0,11.9
426,426,Super built-up  Area,18-May,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,9.9
427,427,Super built-up  Area,18-Dec,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,24.0
428,428,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Unknown,1200,2.0,2.0,11.2
429,429,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Unknown,1010,2.0,2.0,21.6
430,430,Built-up  Area,Ready To Move,Nagarbhavi,2 Bedroom,Unknown,1250,3.0,0.0,17.0
431,431,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,Unknown,1010,2.0,1.0,14.3
432,432,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,DStus S,1050,2.0,2.0,20.8
433,433,Super built-up  Area,Ready To Move,Harlur,3 BHK,Unknown,1710,3.0,2.0,16.1
434,434,Super built-up  Area,19-Jan,Mysore Road,3 BHK,PrntaEn,1248.52,3.0,2.0,28.6
435,435,Built-up  Area,Ready To Move,Attibele,1 BHK,Unknown,410,1.0,1.0,31.8
436,436,Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,DSnjh S,1656,2.0,1.0,18.8
437,437,Super built-up  Area,Ready To Move,Naganathapura,3 BHK,Malmsri,1451,3.0,1.0,15.0
438,438,Super built-up  Area,Ready To Move,Giri Nagar,6 BHK,Unknown,1200,3.0,0.0,10.2
439,439,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maerar ,1250,2.0,2.0,9.9
440,440,Plot  Area,Ready To Move,Meenakunte,3 Bedroom,Sreat R,4395,3.0,3.0,30.9
441,441,Super built-up  Area,Ready To Move,Hebbal,4 BHK,Emceske,4600,6.0,2.0,11.1
442,442,Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Laiteya,1340,2.0,3.0,16.8
443,443,Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,SSaveik,1100,2.0,2.0,10.1
444,444,Super built-up  Area,Ready To Move,Whitefield,4 BHK,Toindls,6000,6.0,1.5947635795232513,17.3
445,445,Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,Heate L,1700,3.0,1.0,12.0
446,446,Plot  Area,Ready To Move,Yelahanka,6 Bedroom,Unknown,1200,5.0,0.0,20.8
447,447,Super built-up  Area,Ready To Move,KR Puram,2 BHK,SViseun,1096,2.0,1.0,11.9
448,448,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,19.3
449,449,Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,Unknown,1936,3.0,2.0,17.2
450,450,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Undge T,1269,2.0,2.0,17.3
451,451,Super built-up  Area,19-Dec,Richmond Road,3 BHK,Unknown,3500,3.0,1.0,
452,452,Super built-up  Area,18-May,Panathur,3 BHK,Prcesvy,1586,3.0,1.0,14.2
453,453,Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,ProdsWe,1376,2.0,1.0,9.6
454,454,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,26.5
455,455,Super built-up  Area,18-Aug,Hosa Road,3 BHK,Sosisic,1538,3.0,1.0,15.7
456,456,Super built-up  Area,18-May,Hosur Road,3 BHK,PuendWe,1427,2.0,1.0,19.0
457,457,Built-up  Area,Ready To Move,Upadhyaya Layout,2 BHK,Unknown,935,2.0,0.0,
458,458,Built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,Raeusiy,1220,2.0,3.0,11.4
459,459,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,16.1
460,460,Super built-up  Area,18-Dec,Varthur,2 BHK,Unknown,674,1.0,1.0,17.4
461,461,Built-up  Area,Ready To Move,Kengeri,1 BHK,Unknown,410,1.0,1.0,22.5
462,462,Built-up  Area,18-Apr,Thanisandra,3 BHK,Bhmesy ,1573,3.0,1.0,11.5
463,463,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Srsami ,1135,2.0,2.0,11.9
464,464,Built-up  Area,18-Dec,Huskur,3 BHK,Unknown,1400,2.0,1.0,22.4
465,465,Super built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,Unknown,1200,1.0,0.0,
466,466,Plot  Area,Ready To Move,Ittamadu,3 Bedroom,Unknown,1800,3.0,0.0,11.0
467,467,Built-up  Area,Ready To Move,Avalahalli,3 BHK,Sohea A,2045,3.0,2.0,9.7
468,468,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,16.8
469,469,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,23.2
470,470,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1600,3.0,3.0,20.8
471,471,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,11.5
472,472,Plot  Area,Ready To Move,Jigani,10 Bedroom,Unknown,1200,11.0,1.5947635795232513,27.7
473,473,Plot  Area,Ready To Move,Whitefield,4 Bedroom,StodsWa,4500,4.0,1.5947635795232513,17.3
474,474,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Gasom B,1204,2.0,2.0,11.9
475,475,Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1410,2.0,1.0,15.8
476,476,Built-up  Area,Ready To Move,Hennur Road,2 BHK,Elley B,1460,2.0,1.0,14.4
477,477,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Unknown,1100,2.0,1.0,11.9
478,478,Super built-up  Area,Ready To Move,Govindapura,2 BHK,AbarkVa,1310,2.0,1.0,
479,479,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,Putus L,1600,3.0,2.0,6.6
480,480,Super built-up  Area,Ready To Move,Lottegolla Halli,2 BHK,Unknown,1250,2.0,2.0,
481,481,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1665,3.0,2.0,17.2
482,482,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,12.9
483,483,Built-up  Area,Ready To Move,Hosahalli Extension,5 Bedroom,Unknown,2000,5.0,2.0,9.9
484,484,Super built-up  Area,Ready To Move,Singasandra,2 BHK,SRensar,1416,2.0,2.0,12.8
485,485,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,10.5
486,486,Built-up  Area,Ready To Move,Munnekollal,10 Bedroom,Unknown,7200,10.0,3.0,12.4
487,487,Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1231,3.0,2.0,27.7
488,488,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Neite T,1664,3.0,0.0,20.8
489,489,Built-up  Area,Ready To Move,TC Palaya,3 Bedroom,Unknown,2000,3.0,1.0,12.2
490,490,Built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,972,2.0,2.0,16.0
491,491,Built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,Unknown,4500,4.0,3.0,
492,492,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1185,2.0,1.0,12.9
493,493,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Unknown,1750,3.0,2.0,16.9
494,494,Built-up  Area,Ready To Move,Byadarahalli,3 BHK,Prurten,3155,4.0,1.5947635795232513,21.7
495,495,Super built-up  Area,18-Dec,Balagere,2 BHK,Soresea,1007,2.0,1.0,16.1
496,496,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Unknown,1700,3.0,2.0,9.6
497,497,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1250,2.0,2.0,17.3
498,498,Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,Unknown,1200,2.0,1.0,
499,499,Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,994,2.0,1.0,12.2
500,500,Super built-up  Area,18-Apr,Ramamurthy Nagar,2 BHK,Unknown,1150,2.0,2.0,11.7
501,501,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,2.0,11.5
502,502,Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1441,2.0,1.0,10.0
503,503,Super built-up  Area,19-Mar,Old Madras Road,2 BHK,Saesttt,1157,2.0,2.0,4.7
504,504,Super built-up  Area,Ready To Move,RPC layout,6 BHK,Unknown,1300,6.0,3.0,
505,505,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1400,2.0,2.0,15.0
506,506,Built-up  Area,Ready To Move,Tindlu,3 BHK,Unknown,1370.07,3.0,1.0,16.2
507,507,Plot  Area,Ready To Move,Magadi Road,5 Bedroom,Unknown,1200,4.0,1.0,21.7
508,508,Super built-up  Area,20-Dec,Judicial Layout,2 BHK,Unknown,900,2.0,1.0,16.3
509,509,Super built-up  Area,Ready To Move,Kodipalya,1 BHK,Unknown,418,1.0,1.0,
510,510,Plot  Area,Ready To Move,Vishwapriya Nagar,3 Bedroom,Unknown,1200,3.0,1.0,12.0
511,511,Built-up  Area,Ready To Move,ISRO Layout,2 BHK,Unknown,1200,2.0,3.0,13.2
